,filename,class1,class2,land_name,pop,filesize
0,Germany/images/DE008L2_LEIPZIG/51.414193_12.982213.jpg,1,0,forests,0.0,11502
1,Germany/images/DE034L1_BONN/50.652249_7.236594.jpg,1,1,forests,57.8113229233,10373
2,Germany/images/DE034L1_BONN/50.802211_7.482981.jpg,1,0,forests,0.0,9196
3,Poland/images/PL516L2_LEGNICA/51.258925_16.203111.jpg,1,0,forests,0.0,12482
4,Germany/images/DE018L1_HALLE_AN_DER_SAALE/51.375955_11.502972.jpg,1,0,forests,0.0,9096
5,Poland/images/PL517L2_GRUDZIADZ/53.489512_18.772854.jpg,3,1,urban_fabric,2394.10710527,13031
6,Belgium/images/BE010L1_KORTRIJK/50.808072_3.191864.jpg,3,1,urban_fabric,4032.95132105,14488
7,France/images/FR036L2_ANGERS/47.504559_-0.883693.jpg,1,0,forests,0.0,10911
8,Germany/images/DE522L1_HEIDELBERG/49.478195_8.662447.jpg,2,1,other_roads_and_associated_land,5593.77859337,14298
9,Poland/images/PL041L1_ZAMOSC/50.763203_23.049450.jpg,1,0,forests,0.0,11735
10,Germany/images/DE058L1_LUNEBURG/53.278417_10.551852.jpg,1,0,forests,0.0,13304
11,Poland/images/PL031L1_SIEDLCE/52.202555_22.158187.jpg,1,0,forests,0.0,10739
12,Italy/images/IT034L1_BOLZANO/46.398951_11.226746.jpg,1,0,forests,0.0,10482
13,Poland/images/PL512L2_ELBLAG/54.204327_19.391601.jpg,1,0,forests,0.0,11202
14,France/images/FR074L2_COMPIEGNE/49.366556_2.855105.jpg,1,0,forests,0.0,11108
15,France/images/FR050L2_MONTBELLIARD/47.571348_6.751886.jpg,3,1,urban_fabric,3222.19615174,15847
16,Germany/images/DE008L2_LEIPZIG/51.455873_12.617398.jpg,2,1,other_roads_and_associated_land,1458.80146888,13286
17,Germany/images/DE074L1_GORLITZ/51.305204_14.946513.jpg,1,0,forests,0.0,11088
18,Poland/images/PL514L2_TARNOW/50.032513_20.759996.jpg,1,0,forests,0.0,13009
19,Poland/images/PL036L1_OSTROWIEC_SWIETOKRZYSKI/50.933434_21.273236.jpg,1,0,forests,0.0,10054
20,UK/images/UK056L1_HASTINGS/50.997308_0.599366.jpg,3,1,urban_fabric,3141.38721198,14955
21,Belgium/images/BE008L1_LEUVEN/50.969183_4.730386.jpg,1,0,forests,0.0,9224
22,Netherlands/images/NL515L2_VENLO/51.487164_6.209987.jpg,1,0,forests,0.0,8105
23,Germany/images/DE040L1_SAARBRUCKEN/49.276407_7.220525.jpg,1,0,forests,0.0,12347
24,Germany/images/DE055L0_NEUMUNSTER/54.090422_10.000288.jpg,3,1,urban_fabric,3303.38438418,13189
25,France/images/FR069L2_CHERBOURG/49.598969_-1.421356.jpg,1,0,forests,0.0,10599
26,Poland/images/PL042L1_CHELM/51.144581_23.377899.jpg,1,0,forests,0.0,10470
27,Poland/images/PL037L1_GNIEZNO/52.542691_17.615739.jpg,3,1,urban_fabric,26710.4740933,11712
28,Belgium/images/BE008L1_LEUVEN/50.926054_4.611083.jpg,1,0,forests,0.0,9658
29,Poland/images/PL036L1_OSTROWIEC_SWIETOKRZYSKI/50.983860_21.305707.jpg,1,0,forests,0.0,11032
30,France/images/FR077L2_ROANNE/46.153755_3.826447.jpg,1,0,forests,0.0,10422
31,France/images/FR050L2_MONTBELLIARD/47.490898_6.790317.jpg,0,0,airports,0.0,5165
32,Poland/images/PL046L1_TOMASZOW_MAZOWIECKI/51.539492_19.996277.jpg,3,1,urban_fabric,762.646412778,18272
33,Germany/images/DE036L0_MONCHENGLADBACH/51.229950_6.513413.jpg,1,0,forests,0.0,9328
34,Germany/images/DE033L2_AUGSBURG/48.554011_10.869045.jpg,1,0,forests,0.0,6676
35,Germany/images/DE052L1_FLENSBURG/54.696167_9.700160.jpg,1,0,forests,0.0,10737
36,Poland/images/PL045L1_STALOWA_WOLA/50.496204_21.939568.jpg,1,0,forests,0.0,11700
37,France/images/FR505L1_CHARLEVILLE_MEZIERES/49.633749_4.590410.jpg,1,0,forests,0.0,11690
