,filename,class1,class2,land_name,pop,filesize
0,France/images/FR057L2_BOULOGNE_SUR_MER/50.681188_1.619731.jpg,1,0,forests,0.0,12006
1,Germany/images/DE527L1_BREMERHAVEN/53.502059_8.762501.jpg,1,0,forests,0.0,13542
2,Germany/images/DE048L1_WILHELMSHAVEN/53.531117_7.948728.jpg,3,1,urban_fabric,2256.07107083,9549
3,Poland/images/PL049L1_SWIDNICA/50.778389_16.423801.jpg,1,0,forests,0.0,11097
4,Poland/images/PL037L1_GNIEZNO/52.524569_17.745987.jpg,1,0,forests,0.0,10143
5,Germany/images/DE520L1_OLDENBURG_OLDENBURG/53.175371_8.211034.jpg,3,1,urban_fabric,2975.77237922,19822
6,Germany/images/DE026L1_TRIER/49.610070_6.817693.jpg,1,0,forests,0.0,9441
7,UK/images/UK539L1_BOURNEMOUTH/50.777095_-2.008172.jpg,1,0,forests,0.0,12287
8,Poland/images/PL045L1_STALOWA_WOLA/50.448419_22.165009.jpg,1,0,forests,0.0,12186
9,Poland/images/PL049L1_SWIDNICA/50.875743_16.489983.jpg,1,0,forests,0.0,13425
10,Germany/images/DE054L1_KONSTANZ/47.689570_8.909979.jpg,1,0,forests,0.0,12166
11,Poland/images/PL052L1_ELK/53.941529_22.291054.jpg,1,0,forests,0.0,11981
12,Germany/images/DE058L1_LUNEBURG/53.170098_10.774183.jpg,1,0,forests,0.0,13368
13,Netherlands/images/NL519L2_ALMELO/52.435387_6.847795.jpg,1,0,forests,0.0,9863
14,Germany/images/DE043L2_ROSTOCK/54.049555_11.913842.jpg,1,0,forests,0.0,12439
15,Germany/images/DE042L1_KOBLENZ/50.401822_7.309034.jpg,1,0,forests,0.0,10960
16,Poland/images/PL033L1_LUBIN/51.404764_16.208242.jpg,3,1,urban_fabric,35663.5120032,15016
17,Germany/images/DE073L1_OFFENBURG/48.259249_7.937070.jpg,1,0,forests,0.0,12432
18,Italy/images/IT054L1_MATERA/40.452807_16.546555.jpg,1,0,forests,0.0,13350
19,Germany/images/DE533L1_PFORZHEIM/48.846507_8.581670.jpg,3,1,urban_fabric,5007.44957974,15498
20,Germany/images/DE036L0_MONCHENGLADBACH/51.160832_6.402761.jpg,1,0,forests,0.0,9208
21,Germany/images/DE533L1_PFORZHEIM/48.981793_8.732817.jpg,1,0,forests,0.0,11199
22,Germany/images/DE522L1_HEIDELBERG/49.494708_8.703572.jpg,1,0,forests,0.0,9683
23,France/images/FR059L2_CHALON_SUR_SAONE/46.779926_4.721840.jpg,3,1,urban_fabric,526.501889605,15797
24,France/images/FR051L2_TROYES/48.312341_4.038944.jpg,2,0,other_roads_and_associated_land,0.0,13989
25,Germany/images/DE063L1_PLAUEN/50.471574_12.439537.jpg,1,0,forests,0.0,10476
26,France/images/FR034L2_VALENCIENNES/50.493807_3.484104.jpg,1,0,forests,0.0,7140
27,Poland/images/PL031L1_SIEDLCE/52.083594_22.466659.jpg,1,0,forests,0.0,11102
28,France/images/FR069L2_CHERBOURG/49.605753_-1.362455.jpg,1,0,forests,0.0,11161
29,Germany/images/DE008L2_LEIPZIG/51.187327_12.816761.jpg,1,0,forests,0.0,12013
30,France/images/FR099L2_FREJUS/43.540606_6.702773.jpg,1,0,forests,0.0,9090
31,UK/images/UK517L1_SWANSEA/51.674764_-3.815736.jpg,3,1,urban_fabric,6922.04502676,17125
32,Germany/images/DE050L1_TUBINGEN/48.578054_9.103518.jpg,1,0,forests,0.0,12772
33,Poland/images/PL512L2_ELBLAG/54.147808_19.552405.jpg,1,0,forests,0.0,9042
34,Germany/images/DE522L1_HEIDELBERG/49.321301_8.597316.jpg,1,0,forests,0.0,10365
35,France/images/FR057L2_BOULOGNE_SUR_MER/50.633038_1.642133.jpg,1,0,forests,0.0,11600
36,Germany/images/DE008L2_LEIPZIG/51.321446_12.337164.jpg,2,1,other_roads_and_associated_land,8040.94841912,14150
37,UK/images/UK517L1_SWANSEA/51.646490_-4.055249.jpg,1,0,forests,0.0,10878
38,Germany/images/DE032L1_ERFURT/50.788826_10.945706.jpg,1,0,forests,0.0,11497
39,France/images/FR209L2_DOUAI/50.304244_3.182116.jpg,3,1,urban_fabric,1887.50301105,8254
40,France/images/FR209L2_DOUAI/50.439235_3.132698.jpg,1,0,forests,0.0,9332
41,Belgium/images/BE011L1_OOSTENDE/51.200206_2.877506.jpg,0,0,airports,0.0,6460
42,Poland/images/PL032L1_PIOTRKOW_TRYBUNALSKI/51.412026_19.858115.jpg,1,0,forests,0.0,11919
43,Germany/images/DE028L1_REGENSBURG/48.779162_11.916399.jpg,1,0,forests,0.0,11166
44,Poland/images/PL033L1_LUBIN/51.364819_16.197932.jpg,1,0,forests,0.0,12390
45,Germany/images/DE035L1_KARLSRUHE/49.103938_8.578791.jpg,1,0,forests,0.0,11769
46,France/images/FR038L2_LE_MANS/48.099730_0.152302.jpg,3,1,urban_fabric,2192.76260434,16359
47,Spain/images/ES519L1_ALBACETE/38.862627_-1.660345.jpg,1,0,forests,0.0,15628
48,Germany/images/DE529L1_HEILBRONN/49.232598_9.180053.jpg,4,1,water,2164.94876699,10542
49,Germany/images/DE008L2_LEIPZIG/51.306453_12.928831.jpg,1,0,forests,0.0,12026
50,France/images/FR043L2_PERPIGNAN/42.780544_2.967209.jpg,2,0,other_roads_and_associated_land,0.0,16886
51,France/images/FR044L2_NIMES/43.894574_4.211938.jpg,3,1,urban_fabric,2011.15286232,15169
52,France/images/FR058L2_CHAMBERY/45.492800_6.119325.jpg,1,0,forests,0.0,9065
53,Poland/images/PL517L2_GRUDZIADZ/53.398262_18.765733.jpg,1,0,forests,0.0,10903
54,Poland/images/PL046L1_TOMASZOW_MAZOWIECKI/51.536189_20.024912.jpg,3,1,urban_fabric,4697.47435848,16201
55,Poland/images/PL041L1_ZAMOSC/50.623770_23.386725.jpg,1,0,forests,0.0,10489
56,France/images/FR093L2_BRIVE_LA_GAILLARDE/45.167620_1.478005.jpg,1,0,forests,0.0,11628
57,Italy/images/IT515L2_TERNI/42.480430_12.516810.jpg,1,0,forests,0.0,11340
