,lon,lat,class,pop
0,-4.067973327884887,51.60079629700385,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1,-4.066992100991733,51.60731793437422,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
2,-4.065546370617038,51.601398741728715,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
3,-4.071471773150045,51.601711451925645,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
4,-4.064424508314751,51.608527812318314,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
5,-4.0646142313389255,51.60695779750067,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
6,-4.072763889784516,51.60514805646819,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
7,-4.075574108485488,51.60316173570114,"[0, 0, 0, 0, 0, 0, 0, 0, 0.887616874405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.112383125595, 0, 0, 0, 0, 0, 0, 0]",0.0
8,-4.065199041079547,51.60370736588074,"[0, 0, 0, 0, 0, 0, 0, 0, 0.996341636146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00365836385419, 0, 0, 0, 0, 0, 0, 0]",0.0
9,-4.071568037306587,51.60219720394058,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
10,-4.063648738875294,51.600388797478985,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
11,-4.074700029802164,51.60471735660866,"[0, 0, 0, 0, 0, 0, 0, 0, 0.930897880853, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0691021191466, 0, 0, 0, 0, 0, 0, 0]",0.0
12,-4.065093461117174,51.60819537277943,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
13,-4.073708384400521,51.601610648893946,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
14,-4.068380639941035,51.60335666152832,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
