,lon,lat,class,pop
0,-1.8368236406411005,50.783898501298665,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1,-1.8383934970552465,50.78906530559442,"[0, 0, 0, 0, 0, 0, 0, 0, 0.702822162554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.297177837446, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
2,-1.8414307623805137,50.788820628785054,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
3,-1.8412806262314119,50.78023855322912,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
4,-1.8371791479495618,50.77929333204647,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
5,-1.8447299203167407,50.77686445093794,"[0, 0, 0, 0, 0, 0, 0, 0, 0.793241504623, 0, 0, 0, 0, 0.206758495377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13.011935677989554
6,-1.8515446095550445,50.78366438479586,"[0, 0, 0, 0, 0, 0, 0.0303982905576, 0, 0.969187953284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000413756158535, 0, 0, 0, 0, 0, 0, 0, 0]",3.168511490775002
7,-1.8358130808417403,50.78423377297,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
8,-1.8444253612932173,50.789725437733836,"[0, 0, 0, 0, 0, 0, 0, 0, 0.513653754183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0456588267763, 0.440687419041, 0, 0, 0, 0, 0, 0, 0]",0.0
9,-1.8336563908417025,50.77939333000116,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
10,-1.8342536816098254,50.775886580151266,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
11,-1.8433204428712113,50.7781001918782,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
12,-1.8302238186935238,50.77705804905901,"[0, 0, 0, 0, 0, 0, 0, 0, 0.763022078474, 0, 0, 0, 0, 0, 0.236977921526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13.088049369539494
13,-1.830463463054778,50.78140409118699,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
14,-1.840695637386297,50.78195871496855,"[0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
15,-2.2037708533194618,50.76206511073036,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
16,-2.2856677341887335,50.62563980153282,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.623382061427, 0, 0.376617938573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.2413852504718985
17,-2.030040803943796,50.855099335008575,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.18465940953212
18,-2.0146448312145266,50.865492689661366,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50.22159038153594
19,-1.9445944598851863,50.90846726683483,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.142447608028522
20,-1.7622149649533325,50.72528745079722,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.64557952227, 0, 0.123465323361, 0, 0, 0, 0, 0, 0.230955154369, 0, 0, 0, 0]",29.558458390363782
21,-2.1193575751346154,50.73598256072068,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.1379754585303756
22,-2.0161572183469456,50.81357135006486,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.914148775551, 0, 0.0858512244493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.25125766011697376
23,-2.3161033272783147,50.648282142587625,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.945547626843, 0, 0.054452373157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.13220437029982515
24,-2.034544511719949,50.87656963452385,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27.37229694115199
25,-2.0930414428486572,50.71725736615482,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0651789550362, 0.874039539437, 0, 0, 0, 0.0607815055271, 0, 0, 0, 0, 0, 0, 0, 0]",45.738703598245344
26,-1.974489642792819,50.82540785651372,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.852749207049, 0, 0.147250792951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
27,-1.9289891862176456,50.89873832082597,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.762125321898, 0, 0, 0, 0.237874678102, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
28,-2.0358167156720857,50.951165069859385,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
29,-2.238323517834138,50.64449494556374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.984811596749, 0, 0, 0, 0, 0.0151884032515, 0, 0, 0, 0, 0, 0, 0]",0.0
30,-2.0816831712027746,50.792673508604615,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20.892963589580557
31,-2.295262777728907,50.63117770836738,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
32,-1.8293139060172812,50.755590275647,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.77442254374036
33,-1.9296276894721465,50.962388035189264,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
34,-1.979469210193488,50.879388331512,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.971708145764, 0, 0, 0, 0.0282918542364, 0, 0, 0, 0, 0, 0, 0, 0]",12.102156433949164
35,-2.2104145861932145,50.746972592673956,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9.118411073216103
36,-1.9180178344163346,50.93065769209188,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.468152847639726
37,-1.9231196826354855,50.923145679610855,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.468152847639726
38,-2.262830796403262,50.649267124303364,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.304791160381, 0, 0.695208839619, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.069251365105419
39,-2.111580006790877,50.778389287836994,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.667954381924, 0, 0, 0, 0.332045618076, 0, 0, 0, 0, 0, 0, 0, 0]",1.5712056810683932
40,-2.110375001192135,50.776338844299154,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.3522649504027466
