,lon,lat,class,pop
0,-0.8752287914548575,51.554425845758956,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1,-0.8737661815759908,51.55298584557392,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.994287208343, 0, 0.00571279165703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
2,-0.8867604254013844,51.54769964860992,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.8368041760220852
3,-0.8944874601631714,51.54072644043967,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.762455492637, 0, 0.207013017228, 0, 0.030531490135, 0, 0, 0, 0, 0, 0, 0, 0]",7.907991445650378
4,-0.8898998056569916,51.54602535393729,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.8298262218956394
5,-0.8822089848167934,51.54694602872772,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.166121198752593
6,-0.8835951397747396,51.547101382808364,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.166121198752593
7,-0.8863171238544845,51.54703930989895,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.310695124000899
8,-0.8844898713771748,51.54682021403773,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7.166121198752593
9,-0.8542173449714241,51.507030356349475,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22.667952092093845
10,-0.861977503746674,51.50521452194649,"[0, 0, 0, 0.400039702181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.599960297819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1401.732857452401
11,-0.8532526203946115,51.51039779540894,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17.360704438856043
12,-0.8539698836724166,51.50555412491527,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22.667952092093845
13,-0.8614911221674995,51.51398178032134,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9.823546828737468
14,-0.851160991923816,51.51262325136131,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.661592448767, 0, 0.338407551233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11.940777761663053
15,-0.8627584958888229,51.513473648265744,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9.823546828737468
16,-0.8583264883043533,51.513799861012146,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.957944764159, 0, 0.0420552358413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10.086663434410605
