lat,lon,pop,land_name,class1,land_dist,filename,filesize
49.968444,8.150358,0.0,airports,8,[0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.968444_8.150358.jpg,6590
49.846117,8.304173,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.846117_8.304173.jpg,8128
49.933160,8.148320,0.109510206,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.992328906376  0.00767109362418  0  0  0  0  0  0  0  0  0  0  0] ,49.933160_8.148320.jpg,7863
49.897026,8.193047,0.143115508,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.897026_8.193047.jpg,9443
49.788471,8.306327,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.788471_8.306327.jpg,5989
49.957319,8.249183,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.957319_8.249183.jpg,9855
49.944252,8.166972,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.944252_8.166972.jpg,6313
49.914668,8.160172,2.370450721,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.914668_8.160172.jpg,8639
49.885754,8.052293,85.59979493,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.885754_8.052293.jpg,8524
49.900153,8.117309,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.900153_8.117309.jpg,6417
49.890956,8.022978,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.890956_8.022978.jpg,6335
49.930325,8.251684,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.930325_8.251684.jpg,6816
49.824772,8.368995,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.824772_8.368995.jpg,5467
49.877893,7.976190,9.112168377,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.877893_7.976190.jpg,9039
49.894647,8.275800,16.29581083,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.894647_8.275800.jpg,8583
49.867226,8.294959,2.454795548,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.867226_8.294959.jpg,9558
49.910242,8.035890,0.864791266,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.910242_8.035890.jpg,8779
49.891227,8.289052,3.197443927,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.891227_8.289052.jpg,7857
49.848161,8.307174,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.848161_8.307174.jpg,8725
49.950828,8.270935,17.1660226,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.950828_8.270935.jpg,5760
50.068005,7.763243,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,50.068005_7.763243.jpg,9582
49.960915,8.004237,41.88940948,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.960915_8.004237.jpg,10146
49.826171,8.286582,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.826171_8.286582.jpg,8240
49.936337,8.285799,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.936337_8.285799.jpg,4481
49.865172,7.972603,2.818412996,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.865172_7.972603.jpg,11206
49.928011,8.193678,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.928011_8.193678.jpg,6885
49.926121,8.045825,1330.27854,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.926121_8.045825.jpg,11644
49.908421,7.936560,2.802466028,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,49.908421_7.936560.jpg,15436
