lat,lon,pop,land_name,class1,land_dist,filename,filesize
54.076852,19.370718,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.076852_19.370718.jpg,15108
54.245117,19.685900,3.49744994571,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.245117_19.685900.jpg,4053
54.104024,19.382790,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.998435872518  0  0.00156412748206  0  0  0  0  0  0  0  0  0  0] ,54.104024_19.382790.jpg,5134
54.023177,19.327226,18.0732723429,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.998478433022  0  0.00152156697829  0  0  0  0  0  0  0  0  0  0] ,54.023177_19.327226.jpg,8451
54.233735,19.603311,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.233735_19.603311.jpg,5988
54.265481,19.342634,9.51191374918,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.265481_19.342634.jpg,9040
54.316535,19.536375,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.316535_19.536375.jpg,9524
54.049710,19.546535,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.049710_19.546535.jpg,6887
54.060788,19.346949,18.4875116001,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.060788_19.346949.jpg,6690
54.089263,19.574963,5.97752194138,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.089263_19.574963.jpg,4457
54.239797,19.460441,24.4361761282,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.239797_19.460441.jpg,4803
54.151581,19.557519,0.0,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.994061849694  0  0  0  0.00593815030554  0  0  0  0  0  0  0  0] ,54.151581_19.557519.jpg,6746
54.248003,19.374387,17.7979091831,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.0  0  0  0  0  0  0  0  0  0  0  0  0] ,54.248003_19.374387.jpg,9235
54.112451,19.497216,64.745742225,arable_land_annual_crops,14,[0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.995997048419  0  0  0  0.00400295158107  0  0  0  0  0  0  0  0] ,54.112451_19.497216.jpg,5878
