,lon,lat,class,pop
0,-4.608547927227068,36.59770937704388,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.841753776921, 0, 0, 0, 0.158246223079, 0, 0, 0, 0, 0, 0, 0, 0]",17.320327856152787
1,-4.606293371314888,36.59513088970271,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20.576477743300302
2,-4.596830729075824,36.59739530986431,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.888579041175, 0, 0, 0, 0.0317420557389, 0.0796789030858, 0, 0, 0, 0, 0, 0, 0]",0.0
3,-4.59530263282266,36.59767639314207,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
4,-4.6000465385339835,36.60173523004037,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.797846818438, 0, 0, 0, 0, 0.202153181562, 0, 0, 0, 0, 0, 0, 0]",0.0
5,-4.594558369626371,36.597565736680714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
6,-4.613342573765134,36.60274539353662,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.704714603453, 0, 0, 0, 0.295285396547, 0, 0, 0, 0, 0, 0, 0, 0]",7.700876120757084
7,-4.6110168448859525,36.58982609087815,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.500598686766, 0, 0, 0, 0, 0.499401313234, 0, 0, 0, 0, 0, 0, 0]",20.914715489717402
8,-4.617043349014407,36.593410654162845,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.679540974993, 0, 0, 0, 0, 0.320459025007, 0, 0, 0, 0, 0, 0, 0]",28.39081789727382
9,-4.982101345633851,36.49315792411892,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38.87386747788289
